,date,daily_return
0,2020-01-02,0.0
1,2020-01-03,-0.002245762912676522
2,2020-01-06,0.0013894644575442208
3,2020-01-07,-0.0013927525469797399
4,2020-01-08,0.0009251804213858542
5,2020-01-09,0.0018879288168024279
6,2020-01-10,0.0014639689205888096
7,2020-01-13,0.0037945623666457854
8,2020-01-14,-0.0011547281165200539
9,2020-01-15,9.6926358212311e-05
10,2020-01-16,0.0017687240674109724
11,2020-01-17,0.0016007756710525857
12,2020-01-21,-0.005630254157307707
13,2020-01-22,0.001597871635962287
14,2020-01-23,-0.0014014877411351403
15,2020-01-24,-0.003454787464535756
16,2020-01-27,-0.009059268558999438
17,2020-01-28,0.002845280879153879
18,2020-01-29,0.0015029658580017688
19,2020-01-30,-0.0026833686854259163
20,2020-01-31,-0.0065767941230931055
21,2020-02-03,0.009426575494508288
22,2020-02-04,0.0003751691321312652
23,2020-02-05,0.0011343443808074574
24,2020-02-06,0.00269071271996297
25,2020-02-07,0.00022693788658487883
26,2020-02-10,0.0026341416261908084
27,2020-02-11,0.0025271328009441505
28,2020-02-12,0.004008653755232247
29,2020-02-13,-0.0020446129670963088
30,2020-02-14,0.0014675214119812875
31,2020-02-18,-0.00037672073916873434
32,2020-02-19,0.003603651149698582
33,2020-02-20,-0.002884917914729343
34,2020-02-21,-0.001183092977307297
35,2020-02-24,-0.012812121925596772
36,2020-02-25,-0.008854612280347889
37,2020-02-26,-0.0006193605364559955
38,2020-02-27,-0.0133169042052537
39,2020-02-28,-0.003169997240984768
40,2020-03-02,0.030317301597359972
41,2020-03-03,0.002106841939541445
42,2020-03-04,0.010485305244220953
43,2020-03-05,-0.002148327946952295
44,2020-03-06,-0.0006810430819630124
45,2020-03-09,-0.020169009452169036
46,2020-03-10,0.016923178295723235
47,2020-03-11,-0.024041043433466962
48,2020-03-12,-0.04943487614123078
49,2020-03-13,0.0326444107292814
50,2020-03-16,-0.05065514323266055
51,2020-03-17,0.021288906618672245
52,2020-03-18,-0.039300551204165285
53,2020-03-19,0.006246006856817284
54,2020-03-20,-0.0007499641708318613
55,2020-03-23,-0.004037174143769359
56,2020-03-24,0.04032108993147489
57,2020-03-25,0.010801671524478487
58,2020-03-26,0.02207928176035115
59,2020-03-27,-0.01840953048831396
60,2020-03-30,0.010177784001315615
61,2020-03-31,-0.0023988586770467687
62,2020-04-01,-0.022174432520485964
63,2020-04-02,0.015386282298738733
64,2020-04-03,-0.0061828489076340585
65,2020-04-06,0.02767974468104451
66,2020-04-07,0.00044937673757437037
67,2020-04-08,0.00887122801550421
68,2020-04-09,0.005565609846656305
69,2020-04-13,-0.0027118430708746146
70,2020-04-14,0.013759907165321588
71,2020-04-15,-0.010004543840362614
72,2020-04-16,0.003211662491896408
73,2020-04-17,0.007939890554027185
74,2020-04-20,-0.006304174675622016
75,2020-04-21,-0.014648896267118815
76,2020-04-22,0.012524126948773537
77,2020-04-23,0.0007390055411036784
78,2020-04-24,0.00103663672136327
79,2020-04-27,0.0048633800113929045
80,2020-04-28,-0.000404928485471696
81,2020-04-29,0.012309121294617552
82,2020-04-30,-0.005649474118205415
83,2020-05-01,-0.014180342343019335
84,2020-05-04,0.004557256203213886
85,2020-05-05,0.004060060862300802
86,2020-05-06,-0.0045267309810576375
87,2020-05-07,0.006855096602561854
88,2020-05-08,0.0073914901935384905
89,2020-05-11,-0.002832158347634819
90,2020-05-12,-0.004421387389957428
91,2020-05-13,-0.0043215797723668205
92,2020-05-14,0.0056497089499237905
93,2020-05-15,-0.0014617849596747152
94,2020-05-18,0.014898959964270861
