date,daily_return
2020-01-02,0.0059295720360936326
2020-01-03,0.002049097303052522
2020-01-06,0.00354302131412398
2020-01-07,-0.0013533352118219254
2020-01-08,-0.0011186873448298337
2020-01-09,-0.0014103758308904601
2020-01-10,0.0015601797182478389
2020-01-13,0.000529940353240248
2020-01-14,-0.0008397668504821342
2020-01-15,-0.0004604449377747323
2020-01-16,0.0008897002839976283
2020-01-17,0.0015945813981374374
2020-01-21,-0.004230830756979434
2020-01-22,0.0002702859504017186
2020-01-23,-0.0008359438769906249
2020-01-24,-0.003140997701304016
2020-01-27,-0.0045999285970132605
2020-01-28,0.0008398216511143219
2020-01-29,-0.00016049845946451209
2020-01-30,-0.0022292480579925522
2020-01-31,-0.0028787929957217705
2020-02-03,0.016182186776383705
2020-02-04,0.001082852368396401
2020-02-05,0.0020883178377345503
2020-02-06,0.0023250904810514163
2020-02-07,-0.00045221976940349384
2020-02-10,0.00017182779013242265
2020-02-11,0.001197821769331202
2020-02-12,0.0027352872273256343
2020-02-13,0.0005565400067601995
2020-02-14,0.0014874403432300221
2020-02-18,0.0022339662262785337
2020-02-19,0.0039787293170238875
2020-02-20,-0.0004890426252408299
2020-02-21,0.0019869617345443995
2020-02-24,-0.005767330823620805
2020-02-25,-0.0073757439151850655
2020-02-26,-0.0030056209877848375
2020-02-27,-0.006701758488733719
2020-02-28,-0.008390241886729119
2020-03-02,0.04752991737384666
2020-03-03,0.002212503875261083
2020-03-04,0.008620041310629633
2020-03-05,-0.0034349363832935644
2020-03-06,-0.004088446194561283
2020-03-09,-0.022113675056665387
2020-03-10,0.008859842067034879
2020-03-11,-0.01432990550653938
2020-03-12,-0.03777553058774355
2020-03-13,0.013180869764008812
2020-03-16,-0.03624188938302797
2020-03-17,0.011901536134008479
2020-03-18,-0.030515972097417944
2020-03-19,0.006817784147421485
2020-03-20,0.0015363706864398017
2020-03-23,0.005093687296129326
2020-03-24,0.03160157431648465
2020-03-25,0.006062155858749127
2020-03-26,0.011591065806415255
2020-03-27,-0.011385534229419562
2020-03-30,0.003225756551854719
2020-03-31,-0.002659645538274165
2020-04-01,-0.020184779079558866
2020-04-02,0.014362982623367342
2020-04-03,-0.0015193243672615847
2020-04-06,0.017946805218300704
2020-04-07,0.001366377302566505
2020-04-08,0.003828617593490518
2020-04-09,0.007205615318774913
2020-04-13,-0.0017727098846931682
2020-04-14,0.01120244979417696
2020-04-15,-0.009078466689632414
2020-04-16,0.0027323846717785824
2020-04-17,0.0003657438013366502
2020-04-20,-0.003842730875952793
2020-04-21,-0.013264084027643688
2020-04-22,0.011432697213568214
2020-04-23,0.0030684233898812838
2020-04-24,-0.0027487329666456644
2020-04-27,9.778523517472288e-05
2020-04-28,-0.0018308370334297872
2020-04-29,0.0074055394533746755
2020-04-30,-0.0001441987629156238
2020-05-01,-0.00906606014601427
2020-05-04,0.004911786903859058
2020-05-05,0.004361259816986043
2020-05-06,-0.005172924262541255
2020-05-07,0.005852468312078837
2020-05-08,0.004039025782355411
2020-05-11,-0.0029465114202342204
2020-05-12,-0.00248622580736033
2020-05-13,-0.003683734250821959
2020-05-14,0.006601798011387137
2020-05-15,0.000634934092108863
2020-05-18,0.010148334249303274
2020-05-19,-0.0003870867021479045
2020-05-20,0.005334292611624995
2020-05-21,-0.005987769204836107
2020-05-22,-0.00135817846014414
2020-05-26,0.0032389841500330913
2020-05-27,-0.002939170447794814
2020-05-28,0.001854586148000042
2020-05-29,0.006252294124968177
2020-06-01,0.0037836258313577176
2020-06-02,0.005046882993286241
2020-06-03,-0.0009331960152655951
2020-06-04,-0.001551347918617093
2020-06-05,0.0037245924701984905
2020-06-08,0.0025641650031180156
2020-06-09,0.001950839672862051
2020-06-10,0.003032627932116362
2020-06-11,-0.011244276905592272
2020-06-12,0.0015298395523282355
2020-06-15,-0.0025385640375750734
2020-06-16,0.003937709629216086
2020-06-17,0.0015219007811125291
2020-06-18,2.8342138507966266e-05
2020-06-19,0.0025395448314258773
2020-06-22,0.005407341265043473
2020-06-23,0.0016876802451602614
2020-06-24,-0.006791323524020865
2020-06-25,-0.0002214320157404071
2020-06-26,-0.004738096458273884
2020-06-29,0.0076840751453033825
2020-06-30,0.002885157692082229
2020-07-01,0.004348387651587292
2020-07-02,0.00484071106802323
2020-07-06,0.00815805426046066
2020-07-07,-0.000955368989457465
2020-07-08,0.006030857645813065
2020-07-09,-0.0011021195889255452
2020-07-10,-2.945042244248419e-05
2020-07-13,-0.0013968049417781697
2020-07-14,8.760029679518778e-05
2020-07-15,0.002820722971264185
2020-07-16,-0.001772403360226031
2020-07-17,0.0009049754135526906
2020-07-20,0.002543538123096296
2020-07-21,0.006819070612513538
2020-07-22,0.0025318927835130955
2020-07-23,0.002000360197833744
2020-07-24,0.0017387116778396212
2020-07-27,0.006395539138012206
2020-07-28,-0.0006068617726148578
2020-07-29,0.005202778142128299
2020-07-30,-0.0027248200673900963
2020-07-31,0.002049110656304379
2020-08-03,0.00396093601078973
2020-08-04,0.005734008356584316
2020-08-05,0.009643457599283676
2020-08-06,0.0033251997719561097
2020-08-07,-0.007863248446863704
2020-08-10,0.0027743624599069782
2020-08-11,-0.014054701510496002
2020-08-12,0.0024217332180961563
2020-08-13,0.0017622854624989815
2020-08-14,-0.00025483433446935765
2020-08-17,0.007738472837746041
2020-08-18,0.005074450418178055
2020-08-19,-0.004830497474457467
2020-08-20,-0.00616793678747626
2020-08-21,-0.00014901133665286772
2020-08-24,0.004284665137922405
2020-08-25,-0.0013540764949916445
2020-08-26,0.004073775912569418
